epoch,lr,loss,iou,val_loss,val_iou,val_dice
34,0.0001,0.10722772117990714,0.9480999844261067,0.17236410232284402,0.8923644791792552,0.942885486045674
35,0.0001,0.10556133750539559,0.9471926070777602,0.10066355142412306,0.9484654691340191,0.9734274343149678
36,0.0001,0.10724201196661362,0.9415084818755932,0.11289539065542101,0.9358996259513352,0.9667599049168276
37,0.0001,0.10073830072696392,0.9480385515671427,0.10499930617552769,0.9428384707545707,0.9702314878537154
38,0.0001,0.09797871533112648,0.9502872597940055,0.09153043865403042,0.9538631347567761,0.9763516293738629
39,0.0001,0.08698180007437865,0.9550174392907246,0.09517328384556348,0.9469212057043609,0.9726099048729102
40,0.0001,0.0897824288560794,0.9510520989151701,0.09189774558136735,0.9448396769141281,0.9715564325343069
41,0.0001,0.08427689759395061,0.9535524078559167,0.08537063285519805,0.9507976797835941,0.9747392626888007
42,0.0001,0.08388244632918102,0.9533305293817822,0.10579851147117494,0.9319341840432693,0.9645654976776353
43,0.0001,0.08304383366917953,0.9510291311713243,0.08465014926240413,0.9492031660400311,0.9737350274277944
44,0.0001,0.08546441573745166,0.9488467077425534,0.09132701130230216,0.942436065841607,0.9702713812190357
45,0.0001,0.09362779853817745,0.9415607166666495,0.091599217132677,0.9420314475177993,0.969875085025148
46,0.0001,0.08838187812421566,0.9458381444131692,0.0859610370442837,0.9460351758980662,0.9721439573763955
47,0.0001,0.07701297147342792,0.953863331733074,0.07910321181333518,0.9504849071849154,0.9744516898946854
48,0.0001,0.07293131584540391,0.955727369309869,0.08580612542131279,0.9438106115234004,0.9710346589367774
49,0.0001,0.08368647151077405,0.9475033177129978,0.08451576163119907,0.9431168349281083,0.9704813070013236
50,0.0001,0.07151502963059987,0.9551163938413418,0.10680679986371269,0.9302871816824528,0.9635070822974766
51,0.0001,0.07457590647614919,0.9516687487242274,0.07022295430113998,0.9544427369276831,0.9766513555993664
52,0.0001,0.07147025598738438,0.9533707976923458,0.1200570618804497,0.9160003479213928,0.9558243593610961
53,0.0001,0.08007278116658711,0.9471443168664688,0.06741424084086961,0.9547230874774222,0.9768009427323073
54,0.0001,0.06433895383125697,0.9582458289174054,0.06269253988431979,0.9591269440594609,0.9791020824706056
55,0.0001,0.06994353908185776,0.9523650376154601,0.07153216551376294,0.948233883337631,0.9731216543047959
56,0.0001,0.06419703120795581,0.9567153791468778,0.06396904804661305,0.9570442178831293,0.9780141452847465
57,0.0001,0.060905734506937176,0.9593787294222934,0.059472884747046456,0.959475824311775,0.9793028538716662
58,0.0001,0.05799216089340357,0.9612356268564409,0.05922623770900919,0.9575885209158187,0.978307961000438
59,0.0001,0.058510906564501614,0.9604494819694048,0.07100363679324524,0.9497868645359976,0.9741808613015894
60,0.0001,0.06465927430261405,0.9552612263491631,0.08393745652482479,0.9397084817675523,0.968702182262978
61,0.0001,0.05762628356042581,0.9589467626897246,0.07188472387534153,0.9488888058219417,0.9736832803855183
62,0.0001,0.057104273627583794,0.960330747376869,0.06087815195699282,0.9572647471289403,0.9781400068051407
63,0.0001,0.058265722619417384,0.9578133779792921,0.062131392239015315,0.9551960926688113,0.9770463441134218
64,0.0001,0.05803255741603863,0.9586801906748941,0.06914824662329275,0.9472034415698917,0.9727228492285985
65,0.0001,0.05968609313743237,0.956501268182424,0.05996929825861243,0.9538985199028392,0.9762618829135844
66,0.0001,0.059478019340298116,0.9560493287336669,0.06251718499992467,0.954132266898892,0.9764287280094915
67,0.0001,0.05617191981619749,0.9590948509333561,0.05968356670080861,0.9551126303374893,0.9770067096233515
68,0.0001,0.05582811248799165,0.9582064197969314,0.055064758686702464,0.9569325710345253,0.9779717611439588
69,0.0001,0.05216710503475788,0.9618585742575189,0.05304733890144131,0.9597150667026347,0.9794162678028818
70,0.0001,0.055094081812944166,0.9576638133111237,0.06185564398765564,0.9535149094862734,0.9761112233479162
71,0.0001,0.050858499673314586,0.9621677220409728,0.05691906531588941,0.9571604374221863,0.9780159184439003
72,0.0001,0.05125691698720822,0.9606801568352006,0.05667464802914028,0.9558137382278827,0.9773688283781953
73,0.0001,0.05072244848960485,0.960972039414755,0.05151333678749543,0.9610357678707411,0.9801147401951581
74,0.0001,0.048305847228337556,0.9628890610542479,0.07299590346556675,0.9399224073511395,0.968968647486473
75,0.0001,0.05047874124004291,0.960908121841714,0.10825148564350756,0.9180649757807217,0.9568869543940857
76,0.0001,0.049449872941924974,0.9612632075985663,0.06780015252813508,0.9503018150887478,0.9744656298383768
77,0.0001,0.05100242029397915,0.959954171118801,0.05832778653012046,0.9534534480835454,0.9758269528964436
78,0.0001,0.053170848972140215,0.9585822368582263,0.06847786695896825,0.9484908683090991,0.9735044878673058
79,0.0001,0.059579852634133436,0.9553427201967158,0.08807389966294735,0.9305141962695633,0.9635239589631162
80,0.0001,0.05208581490203356,0.9586884154484179,0.05476941224894946,0.9557290664867816,0.9772095811886102
81,0.0001,0.045754811320549406,0.963624154592396,0.05675131620108327,0.9529158885541542,0.9755093184036466
82,0.0001,0.04724672708946925,0.9624343862976966,0.05654758101777185,0.9559207158361515,0.9773779879529865
83,0.0001,0.04559796212766415,0.9638201492802204,0.056192394487465484,0.9542407463845282,0.976517326850106
84,0.0001,0.04854697242188148,0.9614521504340641,0.06706547364592552,0.9497642265821852,0.974167353680928
85,0.0001,0.048594945993943095,0.9606416738693718,0.05428723047805738,0.9567143517163189,0.9778146465079713
86,0.0001,0.048823005495927274,0.9604099548760399,0.057814545269253885,0.9521989698633885,0.9751749306484011
87,0.0001,0.04502217557567816,0.9642232638617574,0.048181689002468615,0.9616461679977187,0.9804217803380791
88,0.0001,0.04438738013880375,0.9636967789744296,0.06481349887915805,0.947102462232943,0.9727396733730328
89,0.0001,0.04584611649028002,0.962547639808081,0.05566595235391508,0.9545129923107092,0.9765632352603554
90,0.0001,0.051288870187141955,0.95728530853397,0.05803913830579081,0.9539613325417016,0.9763978509287566
91,0.0001,0.04750819384860687,0.960323150760725,0.051672491233182856,0.9593238892221682,0.9791833337849855
92,0.0001,0.04615048108956753,0.9620494344142505,0.05747608411349828,0.9521381619428941,0.9754138754063323
93,0.0001,0.044330186115052454,0.9630047040862973,0.048926544104573096,0.9589339048537993,0.97884323961793
94,0.0001,0.04110483638942242,0.9659446564614479,0.06729726823447627,0.9498982620222025,0.9742228407777415
95,0.0001,0.04677832054977234,0.9608964157007015,0.050960008715149725,0.9606817978766412,0.9799020530068674
96,0.0001,0.04684164246114401,0.9615679130422736,0.052886423147931884,0.9564703520090269,0.9775700637270824
97,0.0001,0.04034628179401924,0.9659341849280054,0.04965307082556471,0.9590983026660643,0.9790958627983533
98,0.0001,0.042967756947454736,0.964425302523079,0.07905796453168121,0.9358237352148231,0.9667629190737049
99,0.0001,0.04174188937609776,0.9648276996152827,0.0470831205573263,0.9613215162867903,0.9802306196867537
100,0.0001,0.04447271574575167,0.963771700906134,0.04390905109010165,0.9631015482033014,0.9811844371203812
101,0.0001,0.04305074552599436,0.9635775458090811,0.062396250005009805,0.9490927192410875,0.9736466767935296
102,0.0001,0.04170500069188002,0.9645303819226491,0.05017014951268329,0.959576405105414,0.9793370779818033
103,0.0001,0.04008493763514054,0.9662787385523529,0.05411265781031379,0.9572248193598483,0.9780789263178679
104,0.0001,0.038744642614172056,0.9670078654043993,0.046831342804281015,0.9624657277398825,0.9808443404606462
105,0.0001,0.04097375400268879,0.9652458103511133,0.04329104551786109,0.9644606372086014,0.9818940653204429
106,0.0001,0.042748683562072426,0.9638409784686652,0.04571291323326811,0.9616781017263387,0.9804326489371499
107,0.0001,0.03918789274608477,0.9663731760782457,0.04500842565977121,0.9638007923260713,0.9815439684844712
108,0.0001,0.038848962443761334,0.9671014600822827,0.05050750722802138,0.9582736267521408,0.978671249272878
109,0.0001,0.03710485101701357,0.9683683905356276,0.045600304167859165,0.9611047127014709,0.9801432266530969
110,0.0001,0.03781748715883646,0.9675498325734093,0.04397783683070654,0.963753391571825,0.9815205379718818
111,0.0001,0.03750403270794031,0.9680525984542191,0.049559356008149404,0.9600600772474682,0.9795464717718169
112,0.0001,0.03844309583879434,0.9667377464472698,0.03992890462845187,0.9662054616242649,0.9827986476414841
