epoch,lr,loss,iou,val_loss,val_iou,val_dice
0,0.0001,1.0907499809734156,0.22808436779306188,1.0994486576173363,2.0810978718483892e-10,4.1621957427657974e-10
1,0.0001,1.031024969014965,0.2809445614156128,1.0605138889173182,0.2317431805220015,0.3739023646212058
2,0.0001,0.9984871891678356,0.3180991150338826,1.0925081464333264,0.22472754367926548,0.3642473187308497
3,0.0001,0.9765786567672354,0.3448728455954398,1.0910250811072868,0.21508001351197664,0.35156392154148175
4,0.0001,0.9596959078898195,0.3637910770667054,0.9755625986471409,0.3181605509683896,0.4804177166189941
5,0.0001,0.9413038853739129,0.38392527383680014,0.9736157205046677,0.3198998191607026,0.4826148541255759
6,0.0001,0.9229788135309689,0.40233814169178683,0.9759812277507006,0.310151347979964,0.47118099591904133
7,0.0001,0.9071558176494036,0.4180300956272926,0.9733768716091062,0.323893642375546,0.4872363948662564
8,0.0001,0.8964566050982866,0.42314625812316914,0.8941525245100502,0.45226280134775976,0.6203208703465846
9,0.0001,0.8745459562442341,0.4564197393413581,0.895653791543914,0.44854959466420374,0.6168424280993081
10,0.0001,0.8536981881641951,0.48761904760775165,0.8898499632269387,0.45372817749855016,0.618517079211772
11,0.0001,0.8501053726086851,0.46661843457500657,0.912795782573824,0.36546777437188316,0.5294156855188052
12,0.0001,0.8264110938447421,0.5007001845088594,0.9245401431874531,0.35302234283947603,0.5193732465755704
13,0.0001,0.8201271647312602,0.4937703710117159,0.9275815990882191,0.3505261128692805,0.5151050515014521
14,0.0001,0.8029448477948298,0.515239373186234,0.8271560950007865,0.4612785648103965,0.6243264275698579
15,0.0001,0.7940143376100258,0.5086751271434661,0.7947480087357808,0.467737611223879,0.6316009801295345
16,0.0001,0.7820835162381656,0.5159606615915792,0.825590712268178,0.44483150878299443,0.6109127642912916
17,0.0001,0.7628342919662351,0.5377835280847615,0.9063835880620693,0.2730028227427858,0.4185007283329423
18,0.0001,0.7478545904159546,0.5480748821822597,0.8518932839719261,0.41693217792948295,0.5851833476796696
19,0.0001,0.73403813115886,0.5583777568015335,0.7960420861476805,0.4730574254297176,0.6380972608592113
20,0.0001,0.7188082523033267,0.5667166583153975,0.8132879738885213,0.4162184896226818,0.5837534506080521
21,0.0001,0.7139327184098666,0.5596529027097411,0.7679775163410155,0.48029806169082667,0.6465954862586704
22,0.0001,0.7050602690118258,0.5550337279084951,0.7891923959662275,0.3875415162209218,0.5418760369879929
23,0.0001,0.6837313439025253,0.578140051477767,0.692966977270638,0.5581265664060799,0.7120239620524844
24,0.0001,0.6683888474448783,0.5937546508069608,0.8089754406998797,0.4195160738629861,0.5840110944510324
25,0.0001,0.6576700044459984,0.59121362911329,0.6952497794376156,0.5668133712375882,0.7208482205736755
26,0.0001,0.6370745056965312,0.6155522683151825,0.6521400368310571,0.591894910204319,0.7406894540152875
27,0.0001,0.6371381468460208,0.5912418113852727,0.7369337581037506,0.4635177718496584,0.6239089674201874
28,0.0001,0.6188310150240288,0.6140124443507408,0.7013320166890215,0.4915074453153793,0.6464439250979358
29,0.0001,0.6112085595482686,0.6131010319099023,0.6763103119726104,0.5322927335592352,0.6889141567495194
30,0.0001,0.5951082056663075,0.6212315681417124,0.8696603871942535,0.317486709841181,0.477517668989231
31,0.0001,0.579087210971801,0.6328928660015019,0.9735514129080424,0.29604344943567024,0.4543153584790516
32,0.0001,0.567122190702157,0.6350093154311224,0.6030586720482121,0.5760633681503238,0.727713574665408
33,0.0001,0.5445884451514384,0.6527347603203609,0.5621541990497247,0.63707607528155,0.7713630866302286
34,0.0001,0.5366844676557134,0.648797507131138,0.9062031963007237,0.2763359890460105,0.4255235101819923
35,0.0001,0.5335085074432561,0.6487658870953639,0.7537918570565014,0.3909181671421962,0.5586586778206432
36,0.0001,0.5211370089015023,0.6578407555257487,0.7176721386793183,0.432827228033671,0.5960733233401081
37,0.0001,0.4965670831867906,0.6811319288401714,0.6403551130760007,0.5272553034771581,0.6810193866752349
38,0.0001,0.5109137560500473,0.6425027887401729,0.6680822711649949,0.46420464988591736,0.6257771081685642
39,0.0001,0.47303128242492676,0.6888500721493481,0.47540520022555094,0.701804093448326,0.8214336299983024
40,0.0001,0.4701761916035511,0.6758998638228428,0.4914422432581584,0.6551266279598529,0.7863614564669203
41,0.0001,0.45871032701163994,0.6884806523544501,0.6472121707307614,0.4553442244913918,0.6219928365648055
42,0.0001,0.45146272563543477,0.6886935894449762,0.5608096510414186,0.5726770441886776,0.721794957951618
43,0.0001,0.4478708070809724,0.6804482786078602,0.5429957436352242,0.5825729543407495,0.7305910903047562
44,0.0001,0.4288941748806688,0.6998535828234954,0.6711566419136233,0.43773924363709465,0.604680918393768
45,0.0001,0.4296293981739732,0.6862357393469177,0.47239855440651496,0.6296525754368892,0.7677232880099674
46,0.0001,0.4089391446504437,0.7130131232247673,0.5210953345143698,0.5883734868981054,0.7326257111101558
47,0.0001,0.42117047578584954,0.6869019815447526,0.5661695333031135,0.5872358916424238,0.7333696364096516
48,0.0001,0.4090655240856233,0.6932306523019341,0.4949373864546055,0.5917333680692547,0.7376809081896717
49,0.0001,0.3988494291657307,0.6881987208095548,0.5365802204705835,0.5846417016895065,0.7310038091252724
50,0.0001,0.3648656303765344,0.7349455132305582,0.6071339986188625,0.4736515169596356,0.640935608070861
51,0.0001,0.35520693952920007,0.74784628885905,0.43225578248985413,0.6977971886742479,0.8172240732254046
52,0.0001,0.365545214932473,0.7249176639496036,0.4028656545693312,0.711265999135579,0.8290866937623197
53,0.0001,0.34454431397015933,0.7429720743740497,0.4895548534587147,0.5766624568231422,0.7223754081399532
54,0.0001,0.33915183998522214,0.7459299152954653,0.5721406774307655,0.5036455334770769,0.6666805281347862
55,0.0001,0.33792270255870505,0.7315492746980414,0.41669313112894696,0.65059997865766,0.7854731399610018
56,0.0001,0.3235320768883971,0.7413980338875084,0.5334815310268868,0.5756923148126359,0.722595733490065
57,0.0001,0.334651451618945,0.7324276498005756,0.567766964920168,0.5071164444578916,0.669468332852025
58,0.0001,0.31590518013375707,0.7494592864893537,0.4572962340785236,0.6150287364564441,0.7602391234334346
59,0.0001,0.304668875258477,0.7664517676390687,0.3242615979861438,0.7304650448725436,0.8424661753885295
60,0.0001,0.29788088358816556,0.763560824631665,0.3460451834570102,0.7165246372025524,0.8313253000394697
61,0.0001,0.28589989220509765,0.7714746735075704,0.6094349889251275,0.4917351096306933,0.6510122763355257
62,0.0001,0.28830797213022824,0.7666432055889395,0.5382237666990699,0.5695882962521812,0.7210055729520467
63,0.0001,0.27826174605088155,0.7748135046182839,0.37097922173457415,0.6680963516671604,0.7910589901270887
